0,0.10889719,0.10889719,0.10889719
100,0.068585776,0.068585776,0.068585776
200,0.04159174,0.04159174,0.04159174
300,0.033997808,0.033997808,0.033997808
400,0.0243522,0.0243522,0.0243522
500,0.0034873716,0.0034873716,0.0034873716
600,0.0018822321,0.0018822321,0.0018822321
700,0.0014677335,0.0014677335,0.0014677335
800,0.0011673574,0.0011673574,0.0011673574
900,0.001116454,0.001116454,0.001116454
1000,0.0010161989,0.0010161989,0.0010161989
1100,0.00074283464,0.00074283464,0.00074283464
1200,0.0009707785,0.0009707785,0.0009707785
1300,0.0006429262,0.0006429262,0.0006429262
1400,0.000621727,0.000621727,0.000621727
1500,0.00058989396,0.00058989396,0.00058989396
1600,0.0005170751,0.0005170751,0.0005170751
1700,0.00042057777,0.00042057777,0.00042057777
1800,0.0004163205,0.0004163205,0.0004163205
1900,0.0003828892,0.0003828892,0.0003828892
2000,0.0004228796,0.0004228796,0.0004228796
2100,0.00038909444,0.00038909444,0.00038909444
2200,0.00030946013,0.00030946013,0.00030946013
2300,0.00032453757,0.00032453757,0.00032453757
2400,0.00030303022,0.00030303022,0.00030303022
2500,0.00039779468,0.00039779468,0.00039779468
2600,0.0003377931,0.0003377931,0.0003377931
2700,0.0002890839,0.0002890839,0.0002890839
2800,0.00027874575,0.00027874575,0.00027874575
2900,0.00029113836,0.00029113836,0.00029113836
3000,0.0003361779,0.0003361779,0.0003361779
3100,0.00023819316,0.00023819316,0.00023819316
3200,0.00021106811,0.00021106811,0.00021106811
3300,0.00031775588,0.00031775588,0.00031775588
3400,0.00026108668,0.00026108668,0.00026108668
3500,0.00023302643,0.00023302643,0.00023302643
3600,0.00028733021,0.00028733021,0.00028733021
3700,0.00032606986,0.00032606986,0.00032606986
3800,0.00020817123,0.00020817123,0.00020817123
3900,0.000258717,0.000258717,0.000258717
4000,0.00022428387,0.00022428387,0.00022428387
